pfam_id	pfam_description
PF25253	DUF7855 N-terminal dimerisation domain
PF25254	Family of unknown function (DUF7856)
PF25255	Ribonuclease II, winged helix domain
PF25256	Family of unknown function (DUF7857)
PF25257	Family of unknown function (DUF7858)
PF25258	Family of unknown function (DUF7859)
PF25259	Family of unknown function (DUF7860)
PF25260	Family of unknown function (DUF7861)
PF25261	PARP12-like CCCH zinc finger tandem
PF25262	Domain of unknown function (DUF7862)
PF25263	Domain of unknown function (DUF7863)
PF25264	Domain of unknown function (DUF7864)
PF25265	USP32 N-terminal domain
PF25266	Domain of unknown function (DUF7865)
PF25267	TANGO6 N-terminal domain
PF25268	Domain of unknown function (DUF7866)
PF25269	Domain of unknown function (DUF7867)
PF25270	Prokaryotic ketohexokinase
PF25271	Domain of unknown function (DUF7868)
PF25272	Vitelline envelope sperm lysin receptor, C-terminal domain
PF25273	Domain of unknown function (DUF7869)
PF25274	Connectase MJ0548-like, C-terminal domain
PF25275	Golvesin C-terminal domain
PF25276	Domain of unknown function (DUF7870)
PF25277	Domain of unknown function (DUF7871)
PF25278	Domain of unknown function (DUF7872)
PF25279	At2g24240-like, C-terminal beta propeller
PF25280	Toc75-like, second POTRA domain
PF25281	MAP1B MBL-like domain
PF25282	Toc75-like, POTRA domain
PF25283	Family of unknown function (DUF7873)
PF25284	Family of unknown function (DUF7874)
PF25285	Domain of unknown function (DUF7875)
PF25286	Domain of unknown function (DUF7876)
PF25287	Trim66, B-box zinc-binding domain
PF25288	Piezo-type mechanosensitive ion channel homolog domain
PF25289	Domain of unknown function (DUF7877)
PF25290	Lambda-carrageenase middle domain
PF25291	Lambda-carrageenase C-terminal domain
PF25292	Lambda-carrageenase beta-propeller domain
PF25293	EMC1 N-terminal beta-propeller domain
PF25294	Renin receptor N-terminal domain
PF25295	IFT122, TPR domain
PF25296	Decapeptide repeat region
PF25297	Domain of unknown function (DUF7878)
PF25298	Baculovirus FP protein domain 2
PF25299	ADA2 ZZ-type zing finger
PF25300	Dep-1 third Fn3-like domain
PF25301	Cuticlin C-terminal domain
PF25302	NAD glycohydrolase translocation F5/8 type C domain
PF25303	Family of unknown function (DUF7879)
PF25304	eIF2D winged helix domain
PF25305	Platelet-derived growth factor receptor Ig-like domain 4
PF25306	Domain of unknown function (DUF7880)
PF25307	SEA domain of adhesion GPCR Gpr126
PF25308	Rgr-1, C-terminal domain
PF25309	Endolysin-like domain
PF25310	VG15 protein
PF25311	WDGH domain
PF25312	Allergen Asp f 4-like domain
PF25313	BRWD/PHIP ancillary domain-like domain
PF25314	TNF receptor-like domain
PF25315	BPTI-like like domain
PF25316	TAF2 Ig-like domain
PF25317	SMF/DprA SAM domain
PF25318	GDS1 winged helix domain
PF25319	HofO EspM-like domain
PF25320	TELO2 ARM repeat domain
PF25321	PH domain-like
PF25322	SIN1 Ras-binding domain
PF25323	PilS-like transmembrane domain
PF25324	Domain of unknown function (DUF8573)
PF25325	EFHB C-terminal EF-hand domain
PF25326	SRB8 ARM-like domain
PF25327	ZFAND1-like ubiquitin-like domain
PF25328	MADD C-terminal PH-like domain
PF25329	GDE1-like C2 domain
PF25330	Nematode specific C2 domain
PF25331	Third C2 domain of meiotically up-regulated Mug190 protein
PF25332	N-terminal C2 domain of phosphofurin acidic cluster sorting protein
PF25333	DUF2921 lipocalin-like domain
PF25334	C2 domain of glycine-rich domain-containing protein
PF25335	Glycine Rich Domain Protein C-terminal domain
PF25336	C2 domain of synapse defective Rho GAP protein
PF25337	N-terminal C2 domain of anterior pharynx excess proteins
PF25338	Fourth C2 domain of dock-like protein
PF25339	N-terminal C2 domain of C2CD3 protein
PF25340	RFX BCD domain
PF25341	C2 domain of CAPS protein
PF25342	PLOD GT domain
PF25343	C-terminal PH-like domain in UBFD1
PF25344	LRR1 pleckstrin homology domain
PF25345	PH domain found in exocyst complex component Exo84
PF25346	MRCK kinase PH domain
PF25347	PKH3 kinase C-terminal PH domain
PF25348	Calcyphosin-2 PH domain
PF25349	Poor homologous synapsis protein PH domain
PF25350	Protein arginine methyltransferase N-terminal PH domain
PF25351	BUD3 C-terminal PH domain
PF25352	Ubiquitin-like protease PH domain
PF25353	Second PH domain in LRR-containing protein
PF25354	NUP210-like, Ig-like domain 16
PF25355	Domain of unknown function (DUF7882)
PF25356	Trematode PH-like domain
PF25357	STK11-interacting protein PH domain
PF25358	Fungal RdRP associated PH-like domain
PF25359	Metazoan RdRP associated PH-like domain
PF25360	ATM-like, TPR repeats
PF25361	RFC1-like, AAA+ ATPase lid domain
PF25362	Bacterial PH domain-like
PF25363	Domain of unknown function (DUF7881) C-terminal domain
PF25364	Nucleoside diphosphate kinase 7 N-terminal PH domain
PF25365	Domain of unknown function (DUF7881) N-terminal domain
PF25366	RUFY4-like domain
PF25367	Domain of unknown function (DUF7883)
PF25368	PUB10-like, N-terminal domain
PF25369	Myosin-1-like, N-terminal SH3 domain
PF25370	HTH three-helical bundle
PF25371	Domain of unknown function (DUF7884)
PF25372	F-box/LRR-repeat protein 15, leucine rich repeat domain
PF25373	SBNO alpha/beta domain
PF25374	FAT4-like, N-terminal cadherin-like domain
PF25375	Lin-15B-like domain
PF25376	NSUN2 Pre-PUA domain
PF25377	Domain of unknown function (DUF7886)
PF25378	NSUN2 PUA domain
PF25379	Adt-1-like domain
PF25380	Fungal PH-like domain
PF25381	Fungal PH-like domain
PF25382	Ceramide kinase PH domain
PF25383	Alsin PH-like domain
PF25384	Alsin RCC1-like domain
PF25385	MEC1-like, HEAT repeats
PF25386	Single-strand DNA endonuclease 1, chromo domain
PF25387	ADGRF3-like, N-terminal domain
PF25389	ALS2, DBL homology domain (DH-domain)
PF25390	RCC1-like domain
PF25391	G protein beta WD-40 repeat protein
PF25392	Mechanosensitive ion channel, transmembrane helix 1
PF25393	LUBAC thetering domain
PF25394	PEX6 N-terminal domain
PF25395	PEX6 double psi barrel domain
PF25396	ZNFX1 domain
PF25397	Domain of unknown function (DUF7887)
PF25398	CUX1-like, N-terminal tRNA-binding arm
PF25399	RNA helicase DeaD dimerization domain
PF25400	FAN protein N-terminal PH domain
PF25401	Kinetoplastid PH-like domain
PF25402	Kinetoplastid PH-like domain
PF25403	ZFAND2A/B-like C2H2 zinc finger
PF25404	PH-like domain
PF25405	Kinetoplastid PH-like domain
PF25406	PH-like domain
PF25407	Platyhelminthes PH-like domain
PF25408	NAV1-like, AAA+ ATPase lid domain
PF25409	Fungal PH-like domain
PF25410	PH-like domain
PF25411	Domain of unknown function (DUF7888)
PF25412	ZNF592-like C2H2 zinc finger
PF25413	Mical, Rossman domain
PF25414	Z280C/D-like C2H2 zinc finger
PF25415	BRNP1-3, EGF domain
PF25416	GRHL1-like, C-terminal domain
PF25417	Family of unknown function (DUF7889)
PF25418	Domain of unknown function (DUF7890)
PF25419	PIFI-like, immunoglobulin-like domain
PF25420	ZN292-like C2H2 zinc finger
PF25421	Domain of unknown function (DUF7891)
PF25422	Domain of unknown function (DUF7892)
PF25423	Domain of unknown function (DUF7893)
PF25424	Fungal deubiquitinating enzyme PH domain
PF25425	YfjL-like, N-terminal domain
PF25426	Mitochondrial chaperone BCS1-like, ATPase lid domain
PF25427	UNK-like, CCCH zinc finger
PF25428	Domain of unknown function (DUF7894)
PF25429	POGZ-like double zinc finger
PF25430	DDX23-like domain
PF25431	C17orf113 probable zinc finger
PF25432	PRPF40A-like, FF domain
PF25433	Domain of unknown function (DUF7895)
PF25434	NUCB1-like, N-terminal domain
PF25435	Calpain-like protease palB-like, C-terminal domain
PF25436	BSD2 cysteine rich domain
PF25437	BRWD1-like, N-terminal domain
PF25438	Domain of unknown function (DUF7896)
PF25439	CFAP46, N-terminal TPR repeats
PF25440	RIC1 second beta propeller domain
PF25441	UGP3-like, C-terminal hexapeptide repeats
PF25442	RHG40-like, C-terminal ubiquitin-like domain
PF25443	ANG-1-like domain
PF25444	Thrombomodulin-like domain
PF25445	ZFPM2-like CCHC zinc finger
PF25446	ISE2, SH3 domain
PF25447	ZNF598 RING finger domain
PF25448	Domain of unknown function (DUF7897)
PF25449	CCDC174 alpha/beta GRSR domain
PF25450	Rab11-FIP3-like domain
PF25451	Rv3818-like, SCP2-like domain
PF25452	TM225-like domain
PF25453	Domain of unknown function (DUF7898)
PF25454	IRF-2BP1/2 C3HC4 zinc finger domain
PF25455	CAF17, C-terminal beta-barrel domain
PF25456	Transmembrane protein PVRIG, immunoglobulin-like domain
PF25457	IRF-2BP1/2 middle domain
PF25458	Integrator subunit 4 family C-terminal Ig-like domain
PF25459	AIM3/BBC1 Cysteine proteinase-fold domain
PF25460	Aladin seven-bladed propeller
PF25461	Selenocysteine-specific elongation factor, beta-barrel domain
PF25462	INTS6 beta-barrel domain
PF25463	Domain of unknown function (DUF7899)
PF25464	Domain of unknown function (DUF7900)
PF25465	At4g14310 8-bladed propeller
PF25466	MPK1 gelsolin domain C-terminal
PF25467	NOL9-like, C-terminal domain
PF25468	HEATR5A-like, HEAT repeats
PF25469	NWD1-like, winged helix-turn-helix domain
PF25470	Domain of unknown function (DUF7901)
PF25471	Iron-sulfur subunit PetC transmembrane anchor
PF25472	Domain of unknown function (DUF7902)
PF25473	MXRA7 helical domain
PF25474	TmcB, TPR repeats
PF25475	Domain of unknown function (DUF7903)
PF25476	Ribosomal protein L19e, C-terminal domain
PF25477	RESC1/2 CYTH-like domain
PF25478	Transmembrane cell adhesion receptor mua-3-like, EGF-like domain
PF25479	RNA-binding protein vts1-like domain
PF25480	Domain of unknown function (DUF7904)
PF25481	Nucleoprotein TPR-like domain
PF25482	Domain of unknown function (DUF7905)
PF25483	Domain of unknown function (DUF7906)
PF25484	Domain of unknown function (DUF7907)
PF25485	Domain of unknown function (DUF7908)
PF25486	Domain of unknown function (DUF7909)
PF25487	Ethylene receptor 1-like, N-terminal domain
PF25488	RNase T2-like C-terminal domain
PF25489	At5g54830-like domain
PF25490	Domain of unknown function (DUF7910)
PF25491	BCL-11A-like CCHC zinc finger
PF25492	Domain of unknown function (DUF7911)
PF25493	Adenylate cyclase, periplasmic binding protein-like domain
PF25494	Rol-3 five-bladed beta-propeller
PF25495	Adenylate cyclase, periplasmic binding protein-like domain
PF25496	Up-regulator of cell proliferation-like domain
PF25497	C-terminal of Roc, COR-B domain
PF25498	Domain of unknown function (DUF7912)
PF25499	F-box protein pof12 beta-propeller
PF25500	Domain of unknown function (DUF7913)
PF25501	Domain of unknown function (DUF7914)
PF25502	Domain of unknown function (DUF7915)
PF25503	CHK1-like, TPR repeats
PF25504	5MP1/2 HEAT domain
PF25505	CPL3 ARM repeat domain
PF25506	MTC6 partial TIM-barrel domain
PF25507	POT1A-like, OB fold domain
PF25508	TRPM2-like domain
PF25509	Domain of unknown function (DUF7916)
PF25510	Doublecortin domain-containing protein 1-like, ubiquitin domain
PF25511	Metal transporter CNNM4-like, immunoglobulin-like domain
PF25512	AtC3H23-like, CCCH zinc finger
PF25513	Viral coat protein P2 C-terminal domain
PF25514	P3 major capsid protein C-terminal
PF25515	Plastid division regulator ARM repeat
PF25516	Phosphotyrosine protein phosphatase
PF25517	RDM1 DSRM domain
PF25518	NRG2 N-terminal
PF25519	ILCR1 N-terminal
PF25520	TANC1-like, AAA+ ATPase lid domain
PF25521	TANC1-like, winged helix-turn-helix domain
PF25522	Mitochondrial protein cyt-4, OB-fold domain
PF25523	RIMBP2-like, immunoglobulin-like domain
PF25524	CPSF6-like, RSLD domain, N-terminal region
PF25525	Serine/threonine-protein kinase D1-like, ubiquitin-like domain
PF25526	Liprin-alpha-like coiled coil domain 2
PF25527	ZMIZ1/ZMIZ2 GBD-like domain
PF25528	Domain of unknown function (DUF7917)
PF25529	ENGASE1-like, C-terminal immunoglobulin-like domain
PF25530	Switch-associated protein 70-like, N-terminal EF-hand domain
PF25531	Histone-lysine N-methyltransferase ATXR3, GYF domain
PF25532	CAMSAP2-like, calponin-homology domain
PF25533	Lysostaphin, N-terminal domain
PF25534	Domain of unknown function (DUF7918)
PF25535	Domain of unknown function (DUF7919)
PF25536	Domain of unknown function (DUF7920)
PF25537	Domain of unknown function (DUF7921)
PF25538	Domain of unknown function (DUF7922)
PF25539	Bacterial/Fungal Bestrophin protein
PF25540	Domain of unknown function (DUF7923)
PF25541	PH domain-containing proteins, TBCA domain
PF25542	CCCH zinc finger domain
PF25543	Tandem CCCH zinc finger domains
PF25544	Ependymin domain, amoebozoa
PF25545	Domain of unknown function (DUF7924)
PF25546	Domain of unknown function (DUF7925)
PF25547	WXG100 like domain
PF25548	Domain of unknown function (DUF7926)
PF25549	Domain of unknown function (DUF7927)
PF25550	Domain of unknown function (DUF7928)
PF25551	Domain of unknown function (DUF7929)
PF25552	Leukemia inhibitory factor receptor D4 domain
PF25553	BTB/POZ Ankyrin-like repeat
PF25554	PTS system fructose specific EIIB'BC N-terminal
PF25555	Rabin 8-like C-terminal domain
PF25556	Tubulin tyrosine ligase SET-like domain
PF25557	Galacturonosyltransferase domain 1
PF25558	Domain of unknown function (DUF7930)
PF25559	Domain of unknown function (DUF7931)
PF25560	Domain of unknown function (DUF7932)
PF25561	QRICH1 domain
PF25562	Metal transporter CNNM2-like, C-terminal CNBH domain
PF25563	E3 ubiquitin-protein ligase synoviolin-like, TPR repeats
PF25564	Domain of unknown function (DUF7933)
PF25565	At1g33420-like, ubiquitin-like domain
PF25566	RIMB1-like, N-terminal domain
PF25567	SYO1-like, TPR repeats
PF25568	At3g28540-like, AAA+ ATPase lid domain
PF25569	ZFYVE26-like, TPR repeats
PF25570	DENND3-like, TPR repeats
PF25571	CCP1-like, N-terminal TPR repeats
PF25572	ZSWIM8, TPR repeats
PF25573	PSMD3-like, N-terminal TPR repeats
PF25574	Importin subunit beta-1-like, TPR repeats
PF25575	Serine/threonine-protein kinase BSK1-like, TPR repeats
PF25576	RNF123-like, TPR repeat
PF25577	TAF2-like, TPR repeats
PF25578	Stromal interaction molecule 1-like, EF-hand
PF25579	E3 ubiquitin-protein ligase TRIP12-like, TPR repeats
PF25580	Zinc finger protein Rlf-like, TPR repeats
PF25582	Alsin, DH domain
PF25583	WCX domain
PF25584	RBM22 CCCH zinc finger domain
PF25585	DUS3L CCCH zinc finger domain
PF25586	PAN3 CCCH zinc finger domain
PF25587	Rv2743c family
PF25588	Family of unknown function (DUF7934)
PF25589	Family of unknown function (DUF7935)
PF25590	Domain of unknown function (DUF7936)
PF25591	Leucine Rich Repeat Variant domain
PF25592	Domain of unknown function (DUF7937)
PF25593	Gliding motility lipoprotein GldD
PF25594	Gliding motility protein GldB
PF25595	Phage tail tube protein
PF25596	Carbamoyl phosphate synthase preATP-grasp domain
PF25597	Retroviral polymerase SH3-like domain
PF25598	Plant U-box protein ARM repeat region
PF25599	Ephrin cysteine rich domain
PF25600	TRIM protein coiled-coil region
PF25601	AAA+ ATPase lid domain
PF25602	WDR47 cross-over region
PF25603	SPT23/MGA2 DNA-binding domain
PF25604	Phage family of unknown function (DUF7938)
PF25605	Phage 80a gp11 protein
PF25606	SH3b_P2 domain
PF25607	Domain of unknown function (DUF7939)
PF25608	NARROW LEAF 1 N-terminal domain
PF25609	Netrin receptor unc-5 N-terminal domain
PF25610	TOCA family HR1 domain
PF25611	KCTD C-terminal domain
PF25612	Family of unknown function (DUF7940)
PF25613	Family of unknown function (DUF7941)
PF25614	Bacteriophage PhiKZ vertex-binding protein gp28
PF25615	Bacteriophage PhiKZ vertex-binding protein gp85
PF25616	Bacteriophage PhiKZ capsid decoration protein gp35
PF25617	Bacteriophage PhiKZ vertex-binding protein gp86
PF25618	Bacteriophage PhiKZ vertex-binding protein gp91
PF25619	Bacteriophage PhiKZ vertex-binding protein gp119
PF25620	Bacteriophage PhiKZ major capsid protein gp120
PF25621	Bacteriophage PhiKZ capsid decoration protein gp244
PF25622	Phi29-like phage major capsid protein
PF25623	T4-phage like capsid assembly scaffolding protein family
PF25624	STK11-interacting protein, C-terminal PH domain
PF25625	Nischarin, C-terminal PH domain
PF25626	Plectrovirus ORF9 capsid protein family
PF25627	Polyomaviruses capsid protein VP2 family
PF25628	Shotokuvirus capsid protein
PF25629	Fimovirus nucleocapsid protein
PF25630	Phycodnaviridae minor capsid protein
PF25631	Inovirus capsid protein family
PF25632	Fusellovirus capsid protein VP2 family
PF25633	Anulavirus coat protein
PF25634	Pyrobaculum filamentous virus capsid protein
PF25635	Sulfolobus polyhedral virus 1 capsid protein VP10
PF25636	PBCV-1 P7 disulphide-bonded subdomain
PF25637	Family of unknown function (DUF7942)
PF25638	Family of unknown function (DUF5983) N-terminal domain
PF25639	Domain of unknown function (DUF7943)
PF25640	Cryptosporidium parvum virus small dsRNA capsid protein
PF25641	Head fiber dimeric protein-like domain
PF25642	Domain of unknown function (DUF7944)
PF25643	Seadornavirus inner capsid protein VP2
PF25644	Seadornavirus membrane penetration protein VP4
PF25645	Seadornavirus outer capsid protein VP8
PF25646	Sulfolobus polyhedral virus 1 major capsid protein VP4
PF25647	Sulfolobus filamentous virus 1 major coat protein VP4
PF25648	Sulfolobus filamentous virus 1 major coat protein VP5
PF25649	Rotavirus inner capsid protein VP2
PF25650	Bacteriophage crAss001 auxiliary capsid protein
PF25651	Baculovirus putative 15 kDa capsid protein
PF25652	Ourmia virus capsid protein
PF25653	Hydroxymethylglutaryl-CoA reductase, N-terminal domain
PF25654	Major capsid protein 1, Sulfolobus islandicus filamentous virus
PF25655	Phi6 bacteriophage P8 capsid protein
PF25656	Domain of unknown function (DUF7945)
PF25657	Rotavirus intermediate capsid protein VP6
PF25658	Putative filamentous viruses peptidase
PF25659	Membrane protein YohP
PF25660	Filamentous dsRNA virus capsid protein
PF25661	Phycodnaviridae minor capsid protein P4
PF25662	Densovirus VP1 protein
PF25663	Nucleocytoplasmic large DNA virus minor capsid protein P6
PF25664	Oleavirus coat protein
PF25665	His1 virus capsid protein
PF25666	Partitivirus capsid protein
